pl_flow_bwd_fwd_byte_ratio,pl_flow_count_ratio,predicted_label,true_label,anomaly_score,decision_score,normalized_anomaly_score
9774.638241172552,1.050420168067227,dns,dns_attack,0.6015256774319329,0.07380427310760618,0.4396061041390604
3.710291819755902,0.9744525547445255,dns,dns,0.5978573280679035,0.07747262247163555,0.4212989263944533
3.5624437719800444,0.9953703703703703,dns,dns,0.5936951797572473,0.08163477078229175,0.4005274072829521
6808.595624792841,1.0344827586206897,dns,dns_attack,0.5604468549114722,0.11488309562806687,0.23459910213552337
3403.3397308625636,1.013262599469496,dns,dns_attack,0.539217969952646,0.136111980586893,0.1286547299685945
8.428153846153846,1.008130081300813,dns,dns,0.5296708570108422,0.14565909352869688,0.08100913348117045
8.886286104161929,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
7.532931056618308,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
9.424603174603174,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
9.663704716336296,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
8.762994180212724,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
9.661681621801263,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
7.223637650389243,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
9.387755102040817,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
9.114153412522649,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
10.310089020771514,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
10.090336987413723,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
8.979912663755458,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
10.26798433048433,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
6.191305392097995,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
8.934957173447538,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
8.647261963492847,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
5.042820311624258,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
9.72314737718568,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
9.421809575823776,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
9.360848085631947,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
10.027040314650934,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
7.831121433311214,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
9.652157311951127,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
7.672942001870908,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
9.419540229885058,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
7.3314332247557,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
8.729517049837987,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
7.393783273226859,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
6.096838602329451,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
8.935809390329363,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
9.21718835804503,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
8.406451612903226,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
7.891106183789111,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
8.681682873586029,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
9.103360918763723,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
9.583066188949651,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
9.980083857442349,1.0,dns,dns,0.51343843673111,0.16189151380842903,0.0
