sum_pl_fwd_count,sum_pl_bwd_count,pl_count_ratio,sum_pl_fwd_bytes,sum_pl_bwd_bytes,sum_pl_fwd_flow_count,sum_pl_bwd_flow_count,pl_flow_bwd_fwd_byte_ratio,predicted_label,true_label,anomaly_score,decision_score,normalized_anomaly_score
23,28,1.1666666666666667,1071,2315,11,14,2.161531279178338,dns,dns_attack,0.545371820655092,0.12835932357867574,0.4504674038781069
30,65,2.096774193548387,1688,23009,25,46,13.630924170616113,dns,dns_attack,0.5436936129459179,0.1300375312878499,0.444786665381836
17,20,1.1111111111111112,830,2480,11,14,2.9879518072289155,dns,dns_attack,0.5432568081620459,0.13047433607172187,0.443308079782728
62,111,1.7619047619047619,3134,33327,51,77,10.63401403956605,dns,dns_attack,0.5430629874317952,0.13066815680197263,0.4426519959870858
15,15,0.9375,730,1325,8,8,1.8150684931506849,dns,dns,0.5428331415688064,0.13089800266496143,0.4418739670011913
22,22,0.9565217391304348,987,1477,8,8,1.49645390070922,dns,dns,0.5426127298728584,0.13111841436090943,0.44112787270109033
22,31,1.3478260869565217,1112,5037,18,23,4.529676258992806,dns,dns_attack,0.5413894774918924,0.13234166674187542,0.4369871594549164
63,99,1.546875,3182,27783,55,72,8.731301068510371,dns,dns_attack,0.5410080784395991,0.1327230657941687,0.43569612243550604
43,61,1.3863636363636365,2338,15256,33,49,6.525235243798118,dns,dns_attack,0.5398376355213582,0.13389350871240957,0.43173416939060516
94,105,1.105263157894737,4632,17642,70,79,3.808721934369603,dns,dns_attack,0.5394546743793984,0.13427646985436936,0.4304378446926467
67,101,1.4852941176470589,3062,27087,54,81,8.846178967994774,dns,dns_attack,0.5392206849816754,0.13451045925209237,0.42964578982834234
18,18,0.9473684210526315,930,1037,9,9,1.1150537634408602,dns,dns,0.5387382018601673,0.1349929423736005,0.4280125829093364
71,115,1.5972222222222223,3245,29357,44,74,9.046841294298922,dns,dns_attack,0.5384291647610888,0.13530197947267897,0.42696649133442954
82,89,1.072289156626506,4362,18108,66,70,4.15130674002751,dns,dns_attack,0.536891958047225,0.13683918618654278,0.4217630416610456
18,18,0.9473684210526315,870,1119,11,11,1.2862068965517242,dns,dns,0.5361989734283862,0.1375321708053816,0.41941728649615095
59,93,1.55,2936,25400,49,73,8.651226158038147,dns,dns_attack,0.5361870284509233,0.13754411578284453,0.41937685270899827
58,89,1.5084745762711864,2991,25099,51,70,8.391507856904045,dns,dns_attack,0.5350338834452671,0.13869726078850064,0.41547345315386397
24,29,1.16,1162,4524,16,21,3.8932874354561102,dns,dns_attack,0.5342292088638684,0.1395019353698994,0.41274962710626917
55,90,1.6071428571428572,2261,22694,42,65,10.037151702786378,dns,dns_attack,0.5334550501999091,0.14027609403385866,0.4101290975374119
29,43,1.4333333333333333,1253,9977,20,28,7.962490023942538,dns,dns_attack,0.5327937224798858,0.14093742175388202,0.40789050107688407
38,65,1.6666666666666667,1733,18951,23,40,10.93537218695903,dns,dns_attack,0.5311617763601029,0.14256936787366492,0.4023663582095789
67,98,1.4411764705882353,2696,21485,44,67,7.969213649851632,dns,dns_attack,0.5305973775640206,0.1431337666697472,0.40045586646852294
33,64,1.8823529411764706,1448,18357,13,34,12.677486187845304,dns,dns_attack,0.5304347213288536,0.14329642290491418,0.39990527458903147
50,86,1.6862745098039216,2574,26127,40,60,10.15034965034965,dns,dns_attack,0.5302473583412444,0.14348378589252342,0.3992710502730128
48,84,1.7142857142857142,2647,26328,44,64,9.946354363430299,dns,dns_attack,0.5299526397363861,0.14377850449738172,0.39827342684711997
21,23,1.0454545454545454,903,2601,12,14,2.8803986710963456,dns,dns_attack,0.5291618000332766,0.14456934420049117,0.3955964319070573
54,74,1.3454545454545455,2726,18457,49,64,6.77072633895818,dns,dns_attack,0.5283016142609257,0.1454295299728421,0.39268470029944647
53,87,1.6111111111111112,2801,25333,46,63,9.044269903605855,dns,dns_attack,0.528212733009656,0.1455184112241118,0.39238383697786583
38,73,1.8717948717948718,1591,20814,20,40,13.082338152105594,dns,dns_attack,0.528119948932659,0.14561119530110878,0.39206976257863846
14,14,0.9333333333333333,642,1117,9,9,1.7398753894080996,dns,dns,0.5279911883250611,0.1457399559087067,0.391633907507549
74,80,1.0666666666666667,3957,16010,65,71,4.0459944402325,dns,dns_attack,0.527439976588406,0.14629116764536176,0.38976805400509207
55,72,1.2857142857142858,2810,16799,49,60,5.978291814946619,dns,dns_attack,0.5265541679412983,0.1471769762924695,0.3867695888839713
13,13,0.9285714285714286,573,991,9,9,1.7294938917975566,dns,dns,0.5263940012805024,0.1473371429532654,0.3862274242217376
63,113,1.765625,2826,14396,41,68,5.094125973106864,dns,dns_attack,0.5263101098597497,0.1474210343740181,0.38594345149251486
19,19,0.95,914,1326,10,10,1.450765864332604,dns,dns,0.5260059586837864,0.14772518554998137,0.38491389878307647
56,94,1.6491228070175439,2491,32383,38,67,13.0,dns,dns_attack,0.5257404216997513,0.14799072253401646,0.38401505523758117
92,98,1.053763440860215,4462,16300,83,87,3.65307037203048,dns,dns_attack,0.5248188168787083,0.14891232735505944,0.3808954199524923
47,74,1.5416666666666667,2391,20624,38,53,8.625679631953158,dns,dns_attack,0.5239590671180616,0.14977207711570617,0.37798516424590334
50,84,1.6470588235294117,2641,24709,42,61,9.355925785687239,dns,dns_attack,0.5237223391568475,0.15000880507692027,0.3771838393353686
15,15,0.9375,701,1350,10,10,1.9258202567760343,dns,dns,0.5236778132868739,0.15005333094689388,0.37703311912221715
89,93,1.0333333333333334,4821,15986,77,81,3.3159095623314667,dns,dns_attack,0.520885491054065,0.15284565317970278,0.36758109937805994
17,17,0.9444444444444444,856,1377,10,10,1.608644859813084,dns,dns,0.5198479502254889,0.15388319400827888,0.3640690203343724
13,13,0.9285714285714286,568,1054,12,12,1.8556338028169015,dns,dns,0.5178430854794732,0.15588805875429457,0.357282546717163
31,39,1.21875,1609,8116,26,34,5.044126786824115,dns,dns_attack,0.5178365239766758,0.155894620257092,0.3572603360090778
42,49,1.1395348837209303,2230,10224,41,48,4.5847533632287,dns,dns_attack,0.5176591935537179,0.15607195068004986,0.35666007195669036
23,28,1.1666666666666667,1057,2864,16,19,2.7095553453169345,dns,dns_attack,0.5174772148445669,0.1562539293892009,0.3560440734405801
27,37,1.3214285714285714,1224,4587,19,25,3.747549019607843,dns,dns_attack,0.5169152459224841,0.15681589831128373,0.35414180683083196
19,19,0.95,901,1292,11,11,1.4339622641509433,dns,dns,0.5165162820774918,0.157214862156276,0.35279131293160937
81,85,1.0365853658536586,4288,14876,68,73,3.469216417910448,dns,dns_attack,0.5164868170382615,0.1572443271955063,0.3526915736789922
19,19,0.95,909,1348,11,11,1.482948294829483,dns,dns,0.5159320560487944,0.15779908818497335,0.3508137059443446
81,82,1.0,4441,14965,70,71,3.3697365458230126,dns,dns_attack,0.5134706359851712,0.1602605082485966,0.342481791107772
35,47,1.3055555555555556,1571,9196,21,32,5.85359643539147,dns,dns_attack,0.5130304103395666,0.16070073389420114,0.34099162588069043
49,66,1.32,2122,12927,37,51,6.091894439208294,dns,dns_attack,0.5123067960991771,0.16142434813459072,0.33854218934827585
117,111,0.940677966101695,6295,18099,104,103,2.875138999205719,dns,dns,0.5121067570687325,0.16162438716503524,0.3378650565864665
17,17,0.9444444444444444,822,1338,11,11,1.6277372262773722,dns,dns,0.5109376209583679,0.16279352327539987,0.33390752709043214
17,17,0.9444444444444444,820,1369,11,11,1.6695121951219511,dns,dns,0.5106363106703695,0.16309483356339827,0.33288759079589725
52,65,1.2264150943396226,2631,14314,42,51,5.4405169137210185,dns,dns_attack,0.5102882575946963,0.16344288663907147,0.3317094300146579
42,59,1.372093023255814,2123,8832,35,45,4.160150730098916,dns,dns_attack,0.5096625944122033,0.1640685498215645,0.3295915581284439
19,19,0.95,873,1198,13,13,1.3722794959908362,dns,dns,0.5086459313774332,0.1650852128563346,0.32615015048397766
17,17,0.9444444444444444,740,1651,11,11,2.231081081081081,dns,dns,0.5077624296469113,0.16596871458685647,0.3231594942829239
50,66,1.2941176470588236,2614,10921,43,49,4.177888293802601,dns,dns_attack,0.5068835376614698,0.16684760657229802,0.32018444208380203
24,24,0.96,1165,2196,9,9,1.8849785407725321,dns,dns,0.5065401633151254,0.16719098091864237,0.31902211881639797
74,78,1.04,3923,13988,62,67,3.5656385419321945,dns,dns_attack,0.5061277409814047,0.16760340325236311,0.3176260678895182
18,18,0.9473684210526315,847,1736,12,12,2.049586776859504,dns,dns,0.5061266497116081,0.16760449452215964,0.31762237393774506
63,68,1.0625,3422,13148,58,63,3.842197545295149,dns,dns_attack,0.5059765454639368,0.167754598769831,0.31711427057632013
42,48,1.1162790697674418,2228,10224,36,41,4.58886894075404,dns,dns_attack,0.5044357938669833,0.16929535036678445,0.31189882146227
15,15,0.9375,668,1528,12,12,2.287425149700599,dns,dns,0.503686449149025,0.17004469508474274,0.30936228718048087
49,64,1.28,2211,12394,33,45,5.6056083220262325,dns,dns_attack,0.5030502599894391,0.1706808842443287,0.307208784827933
15,15,0.9375,640,1399,13,13,2.1859375,dns,dns,0.5013028169069078,0.17242832732685998,0.3012936843700387
18,18,0.9473684210526315,811,1616,12,12,1.9926017262638718,dns,dns,0.5011366166243086,0.17259452760945915,0.3007310958785838
46,80,1.702127659574468,1996,20974,18,38,10.508016032064129,dns,dns_attack,0.4997372905766885,0.1739938536570793,0.29599437270415474
46,59,1.2553191489361701,2351,9752,39,47,4.148022118247554,dns,dns_attack,0.49961295456799876,0.17411818966576903,0.2955734949146087
23,24,1.0,1027,2466,17,18,2.401168451801363,dns,dns_attack,0.4990408943177782,0.17469024991598958,0.293637069126639
20,20,0.9523809523809523,938,1426,13,13,1.5202558635394456,dns,dns,0.4978315866462318,0.175899557587536,0.2895435587667263
20,20,0.9523809523809523,949,1940,14,14,2.0442571127502633,dns,dns,0.49449739604098275,0.17923374819278504,0.2782573128380481
22,22,0.9565217391304348,1027,1478,15,15,1.439143135345667,dns,dns,0.49442742008981666,0.17930372414395113,0.27802044401815795
79,79,0.9875,4199,13324,71,71,3.1731364610621577,dns,dns,0.49439425083009597,0.17933689340367182,0.27790816596726
26,26,0.9629629629629629,1138,2478,11,11,2.177504393673111,dns,dns,0.49362536777517957,0.18010577645858822,0.27530549435199037
68,71,1.0289855072463767,3792,12299,56,60,3.2434071729957807,dns,dns_attack,0.4935146835924965,0.18021646064127128,0.27493082803741054
28,29,1.0,1221,3053,21,22,2.5004095004095004,dns,dns_attack,0.49148684634199213,0.18224429789177565,0.2680665924185779
88,88,0.9887640449438202,4484,13809,75,75,3.0796164139161464,dns,dns,0.4907614904733867,0.1829696537603811,0.2656112604690477
53,65,1.2037037037037037,2708,9797,45,54,3.6177991137370755,dns,dns_attack,0.4903028428282997,0.18342830140546806,0.2640587367144336
22,20,0.8695652173913043,1001,1750,14,14,1.7482517482517483,dns,dns,0.48956533436517113,0.18416580986859665,0.26156226819333384
48,59,1.2040816326530612,2450,9508,39,46,3.880816326530612,dns,dns_attack,0.48878552505027945,0.18494561918348834,0.2589226111528855
26,29,1.0740740740740742,1170,3203,19,22,2.7376068376068377,dns,dns_attack,0.4886590382427789,0.1850721059909889,0.25849445290244333
28,28,0.9655172413793104,1229,2477,12,12,2.015459723352319,dns,dns,0.48729579492818315,0.18643534930558464,0.25387986989542144
36,43,1.162162162162162,1646,5708,28,33,3.467800729040097,dns,dns_attack,0.48587922832568947,0.18785191590807832,0.2490847873872628
43,47,1.0681818181818181,2156,7521,35,39,3.488404452690167,dns,dns_attack,0.483776444949623,0.18995469928414477,0.24196685889221525
59,61,1.0166666666666666,3071,11276,51,55,3.6717681536958646,dns,dns_attack,0.4834971811435018,0.19023396309026597,0.24102155000978343
22,22,0.9565217391304348,963,2815,13,13,2.9231568016614746,dns,dns,0.48316815071035774,0.19056299352341005,0.23990778093472276
65,66,1.0,3433,11149,57,58,3.2475968540635014,dns,dns_attack,0.4831339021896445,0.19059724204412326,0.2397918495818918
79,79,0.9875,4281,12460,71,71,2.910534921747255,dns,dns,0.4807090717856945,0.1930220724480733,0.23158379086106406
24,24,0.96,1118,2047,16,16,1.8309481216457961,dns,dns,0.4790259105279035,0.1947052337058643,0.22588628458678373
65,65,0.9848484848484849,3437,11499,60,60,3.3456502764038407,dns,dns,0.4785870776876904,0.1951440665460774,0.22440083401043442
19,16,0.8,1092,3260,17,16,2.9853479853479854,dns,dns,0.47778335737416533,0.19594778685960246,0.22168023816266325
78,77,0.9746835443037974,4143,12460,68,68,3.0074825006034276,dns,dns,0.4767215813980818,0.197009562835686,0.21808612306667108
56,58,1.0175438596491229,3238,10123,56,58,3.1263125386040764,dns,dns_attack,0.474232922652525,0.1994982215812428,0.2096620052040954
34,36,1.0285714285714285,1730,6217,30,31,3.59364161849711,dns,dns_attack,0.47339070314346204,0.20034044109030574,0.2068110894555324
82,81,0.9759036144578314,4353,12597,66,66,2.893866299104066,dns,dns,0.47285445955420385,0.20087668467956393,0.20499590318018357
24,24,0.96,1112,1866,18,18,1.6780575539568345,dns,dns,0.47231207074101994,0.20141907349274785,0.20315991530206978
72,72,0.9863013698630136,3940,11269,62,62,2.8601522842639593,dns,dns,0.47135228431447634,0.20237885991929144,0.1999110351594875
65,65,0.9848484848484849,3639,10538,59,59,2.8958505083814234,dns,dns,0.46957388336354916,0.20415726087021863,0.19389114221744608
58,64,1.0847457627118644,2686,9631,38,43,3.5856291883842144,dns,dns_attack,0.46903445101955665,0.20469669321421113,0.1920651619970597
50,56,1.0980392156862746,2684,8381,44,47,3.1225782414307006,dns,dns_attack,0.4689049709885903,0.2048261732451775,0.19162687167555292
69,69,0.9857142857142858,3591,11377,62,62,3.1681982734614316,dns,dns,0.4685753250959264,0.20515581913784137,0.19051101926803726
64,64,0.9846153846153847,3514,11150,54,54,3.1730221969265795,dns,dns,0.46546061883667555,0.20827052539709223,0.17996772855689525
65,65,0.9848484848484849,3415,10380,57,59,3.0395314787701317,dns,dns,0.46410813218860086,0.20962301204516692,0.1753895569006636
60,60,0.9836065573770492,3449,11307,54,56,3.278341548274862,dns,dns,0.46372477218766783,0.21000637204609995,0.1740918820637971
67,67,0.9852941176470589,3726,11027,56,56,2.9594739667203434,dns,dns,0.4621659922933871,0.21156515194038067,0.16881540710527632
35,40,1.1111111111111112,1813,5535,27,32,3.052950910093767,dns,dns_attack,0.46176542998637526,0.21196571424739252,0.1674595024069736
68,68,0.9855072463768116,3449,9623,57,57,2.790084082342708,dns,dns,0.46140482920960646,0.21232631502416133,0.16623886761714535
