sum_pl_fwd_count,sum_pl_bwd_count,pl_count_ratio,sum_pl_fwd_bytes,sum_pl_bwd_bytes,pl_flow_bwd_fwd_byte_ratio,predicted_label,true_label,anomaly_score,decision_score,normalized_anomaly_score
17,24,1.3333333333333333,704,2795,3.9701704545454546,dns,dns_attack,0.5916821633895798,0.1328473882426039,0.5659017090175904
15,37,2.3125,737,12511,16.975576662143826,dns,dns_attack,0.5906509055430507,0.13387864608913302,0.5628236852893986
21,61,2.772727272727273,989,21818,22.060667340748232,dns,dns_attack,0.590635650705094,0.13389390092708964,0.5627781537539458
123,151,1.217741935483871,5421,27136,5.00571850212138,dns,dns_attack,0.589452777344493,0.13507677428769072,0.5592475990205876
12,15,1.1538461538461537,624,1218,1.9519230769230769,dns,dns_attack,0.589379333557331,0.13515021807485272,0.5590283893240664
17,35,1.9444444444444444,842,10058,11.945368171021377,dns,dns_attack,0.5893128338642097,0.13521671776797395,0.5588299058564898
15,38,2.375,726,12562,17.303030303030305,dns,dns_attack,0.5890313051114583,0.1354982465207254,0.5579896192258924
23,62,2.5833333333333335,1089,21907,20.11662075298439,dns,dns_attack,0.5889915131531204,0.13553803847906332,0.5578708510707044
23,67,2.7916666666666665,1062,25398,23.915254237288135,dns,dns_attack,0.5887655292393263,0.13576402239285734,0.5571963506524154
20,58,2.761904761904762,974,20760,21.31416837782341,dns,dns_attack,0.5884480915386269,0.13608146009355682,0.5562488855948025
22,65,2.8260869565217392,1006,23943,23.80019880715706,dns,dns_attack,0.5882737365516271,0.13625581508055662,0.5557284834578196
23,65,2.7083333333333335,1081,22963,21.242368177613322,dns,dns_attack,0.5878494000665506,0.13668015156563307,0.5544619546510825
21,56,2.5454545454545454,950,18987,19.986315789473686,dns,dns_attack,0.587303448357288,0.1372261032748957,0.5528324375315639
116,150,1.2820512820512822,5771,32736,5.672500433200486,dns,dns_attack,0.5872156973165632,0.1373138543156205,0.5525705245808565
21,37,1.6818181818181819,982,9705,9.882892057026476,dns,dns_attack,0.5855055403810188,0.13902401125116493,0.547466172023197
18,30,1.5789473684210527,912,7814,8.567982456140351,dns,dns_attack,0.5854285203645988,0.13910103126758488,0.5472362882566062
126,150,1.1811023622047243,5510,27125,4.922867513611616,dns,dns_attack,0.585317014026006,0.1392125376061777,0.5469034722133757
16,51,3.0,781,18984,24.30729833546735,dns,dns_attack,0.5847416828911829,0.1397878687410008,0.5451862655123423
24,56,2.24,1097,17897,16.314494074749316,dns,dns_attack,0.5845407516435189,0.13998879998866476,0.5445865404773993
17,50,2.7777777777777777,802,18275,22.786783042394013,dns,dns_attack,0.5839298917184713,0.14059965991371237,0.5427632900165895
18,12,0.631578947368421,801,1295,1.616729088639201,dns,dns,0.583771779703064,0.14075777192911965,0.5422913687247672
98,133,1.3434343434343434,5145,33191,6.4511175898931,dns,dns_attack,0.5831398000219011,0.14138975161028255,0.5404050815455699
14,43,2.8666666666666667,694,15692,22.610951008645532,dns,dns_attack,0.5829172311260743,0.1416123205061094,0.539740774025566
23,41,1.7083333333333333,1018,11288,11.088408644400786,dns,dns_attack,0.5828663304009547,0.141663221231229,0.5395888492278758
92,151,1.6236559139784945,5006,44921,8.97343188174191,dns,dns_attack,0.5821311860628309,0.1423983655693528,0.5373946436526098
19,23,1.15,884,3737,4.22737556561086,dns,dns_attack,0.5815583500480301,0.14297120158415355,0.5356848842051023
16,23,1.3529411764705883,820,2540,3.097560975609756,dns,dns_attack,0.5814960922674968,0.14303345936468692,0.535499061690984
18,50,2.6315789473684212,849,17617,20.75029446407538,dns,dns_attack,0.5811449398379785,0.14338461179420514,0.5344509673526892
14,47,3.1333333333333333,714,17878,25.03921568627451,dns,dns_attack,0.5811348428237972,0.14339470880838645,0.5344208305160691
23,35,1.4583333333333333,954,8671,9.08909853249476,dns,dns_attack,0.5804943649664961,0.1440351866656876,0.5325091785962419
99,132,1.32,4833,32245,6.671839437202566,dns,dns_attack,0.5797572776829677,0.144772273949216,0.5303091738582564
14,47,3.1333333333333333,690,17805,25.804347826086957,dns,dns_attack,0.5789672782089716,0.14556227342321204,0.5279512406464966
96,128,1.3195876288659794,5264,32761,6.223594224924012,dns,dns_attack,0.5787729558721252,0.1457565957600585,0.5273712414098903
10,10,0.9090909090909091,468,576,1.2307692307692308,dns,dns,0.5779766200388337,0.14655293159335003,0.5249943958918364
24,44,1.76,1098,13064,11.897996357012751,dns,dns_attack,0.5763645508402512,0.1481650007919325,0.5201828085071447
98,134,1.3535353535353536,4849,36474,7.521963291400288,dns,dns_attack,0.5763114494127543,0.14821810221942944,0.5200243152123916
22,31,1.3478260869565217,1112,5037,4.529676258992806,dns,dns_attack,0.5762961434113615,0.1482334082208222,0.5199786309680203
108,132,1.2110091743119267,5328,29094,5.460585585585585,dns,dns_attack,0.5761761216329445,0.14835342999923917,0.5196203986567602
116,139,1.188034188034188,6373,32318,5.071081123489722,dns,dns_attack,0.5758566612771425,0.14867289035504117,0.5186668965246943
22,48,2.0869565217391304,1050,14698,13.998095238095239,dns,dns_attack,0.5753191655504506,0.1492103860817331,0.5170626182095013
17,45,2.5,822,15425,18.765206812652067,dns,dns_attack,0.5751340679313703,0.14939548370081335,0.5165101522423541
18,23,1.2105263157894737,892,2044,2.291479820627803,dns,dns_attack,0.5749896915522917,0.14953986007989195,0.5160792280829984
17,48,2.6666666666666665,820,16670,20.329268292682926,dns,dns_attack,0.574889586073614,0.14963996555856973,0.5157804405006987
22,42,1.826086956521739,962,11709,12.171517671517671,dns,dns_attack,0.5737617348867285,0.15076781674545514,0.5124141119662913
17,20,1.1111111111111112,830,2480,2.9879518072289155,dns,dns_attack,0.5736211848847627,0.15090836674742103,0.5119946085002043
105,134,1.2641509433962264,5575,33597,6.026367713004484,dns,dns_attack,0.5732727576061838,0.1512567940259999,0.5109546479950555
17,48,2.6666666666666665,805,16598,20.61863354037267,dns,dns_attack,0.5729418098740808,0.15158774175810286,0.5099668591742164
9,9,0.9,443,577,1.3024830699774266,dns,dns,0.5724585829363843,0.1520709686957994,0.508524558409827
86,130,1.4942528735632183,4615,36177,7.8390032502708555,dns,dns_attack,0.5712671976558396,0.15326235397634413,0.5049685979143239
25,72,2.769230769230769,1171,25168,21.49274124679761,dns,dns_attack,0.5710855981215007,0.15344395351068296,0.5044265727771531
24,34,1.36,1070,6603,6.171028037383177,dns,dns_attack,0.5710241705680935,0.15350538106409017,0.504243228264829
26,68,2.5185185185185186,1237,23661,19.12772837510105,dns,dns_attack,0.5706508172634058,0.15387873436877786,0.5031288703622974
18,18,0.9473684210526315,870,1119,1.2862068965517242,dns,dns,0.5671351783759151,0.1573943732562686,0.4926356460422394
16,16,0.9411764705882353,810,985,1.2160493827160495,dns,dns,0.565829103810825,0.15870044782135873,0.4887373692769612
26,64,2.3703703703703702,1260,22291,17.69126984126984,dns,dns_attack,0.5639367658688494,0.16059278576333424,0.4830892560463447
18,18,0.9473684210526315,930,1037,1.1150537634408602,dns,dns,0.5639310807206628,0.1605984709115209,0.48307228742780217
25,38,1.4615384615384615,1210,9321,7.703305785123967,dns,dns_attack,0.563063676636986,0.1614658749951977,0.48048332254334225
33,87,2.5588235294117645,1483,29744,20.056641942009442,dns,dns_attack,0.5605537985921395,0.1639757530400442,0.47299202034098187
66,119,1.7761194029850746,3645,39419,10.814540466392318,dns,dns_attack,0.5600688587122801,0.16446069291990362,0.4715446069108902
25,32,1.2307692307692308,1171,5756,4.915456874466268,dns,dns_attack,0.5586142577274228,0.1659152939047609,0.4672030192453893
18,19,1.0,859,1722,2.0046565774155995,dns,dns,0.5552467762677608,0.16928277536442293,0.45715200448514137
19,19,0.95,873,1198,1.3722794959908362,dns,dns,0.5532398361674091,0.17128971546477456,0.45116183503262963
90,116,1.2747252747252746,4915,28441,5.786571719226856,dns,dns_attack,0.552479229489532,0.1720503221426517,0.448891631309859
72,115,1.5753424657534247,3683,33764,9.16752647298398,dns,dns_attack,0.5522084502773834,0.17232110135480028,0.4480834291294833
28,54,1.8620689655172413,1500,17337,11.558,dns,dns_attack,0.552177357069276,0.17235219456290773,0.44799062437394843
21,23,1.0454545454545454,903,2601,2.8803986710963456,dns,dns_attack,0.549336885515057,0.1751926661171267,0.4395125906090991
23,28,1.1666666666666667,1071,2315,2.161531279178338,dns,dns_attack,0.5481153943883996,0.17641415724378406,0.4358667723646308
18,19,1.0,872,1646,1.8876146788990826,dns,dns_attack,0.5466678402880586,0.1778617113441251,0.43154621772964097
29,43,1.4333333333333333,1253,9977,7.962490023942538,dns,dns_attack,0.5465329312905318,0.17799662034165187,0.4311435511250361
19,19,0.95,901,1292,1.4339622641509433,dns,dns,0.5454074271885448,0.17912212444363884,0.42778422799963844
61,113,1.8225806451612903,3309,36321,10.976427923844062,dns,dns_attack,0.545248135752676,0.17928141587950763,0.42730878645904613
71,107,1.4861111111111112,3889,31763,8.167395217279505,dns,dns_attack,0.5452041362341471,0.1793254153980366,0.42717745988294586
112,129,1.1415929203539823,4744,19077,4.02129005059022,dns,dns_attack,0.5449577316445321,0.1795718199876516,0.4264420093104988
136,146,1.0656934306569343,5984,22904,3.8275401069518717,dns,dns_attack,0.5442764069551138,0.18025314467706988,0.42440844072463
14,14,0.9333333333333333,680,1009,1.4838235294117648,dns,dns,0.5442550629480646,0.1802744886841191,0.42434473467829714
81,111,1.353658536585366,4411,29343,6.652233053729313,dns,dns_attack,0.5430158613416792,0.18151369029050446,0.42064605547667444
71,115,1.5972222222222223,3245,29357,9.046841294298922,dns,dns_attack,0.5418120073137915,0.18271754431839216,0.4170528791671908
30,65,2.096774193548387,1688,23009,13.630924170616113,dns,dns_attack,0.5413088291203545,0.1832207225118292,0.41555102933970023
12,12,0.9230769230769231,551,845,1.5335753176043556,dns,dns,0.5412495964653007,0.183279955166883,0.4153742360010091
24,29,1.16,1162,4524,3.8932874354561102,dns,dns_attack,0.5405768776145085,0.18395267401767523,0.413366353498966
104,116,1.1047619047619048,5357,22397,4.180884823595296,dns,dns_attack,0.540260109979363,0.18426944165282066,0.4124208884044871
27,31,1.1071428571428572,1258,5445,4.328298887122417,dns,dns_attack,0.540016760099306,0.1845127915328777,0.4116945553078817
19,19,0.95,914,1326,1.450765864332604,dns,dns,0.5399030601435695,0.1846264914886142,0.4113551919150802
22,22,0.9565217391304348,1027,1478,1.439143135345667,dns,dns,0.5396126851120555,0.18491686652012818,0.41048850155235206
33,64,1.8823529411764706,1448,18357,12.677486187845304,dns,dns_attack,0.5390903114251651,0.18543924020701863,0.4089293584062965
83,107,1.2738095238095237,4441,26070,5.870299482098626,dns,dns_attack,0.538969720465939,0.18555983116624464,0.40856942724538237
107,118,1.0925925925925926,5348,21551,4.029730740463725,dns,dns_attack,0.5387099470458163,0.18581960458636737,0.4077940743559161
23,28,1.1666666666666667,1057,2864,2.7095553453169345,dns,dns_attack,0.5384676718919605,0.18606187974022315,0.4070709490242357
62,111,1.7619047619047619,3134,33327,10.63401403956605,dns,dns_attack,0.5368166525821322,0.1877128990500515,0.40214310616858273
87,107,1.2159090909090908,4647,24765,5.329244673983215,dns,dns_attack,0.5365671485528468,0.18796240307933687,0.4013984046130945
38,65,1.6666666666666667,1733,18951,10.93537218695903,dns,dns_attack,0.5364406682267986,0.1880888834053851,0.4010208952966454
80,109,1.345679012345679,3934,26641,6.7719877986781905,dns,dns_attack,0.5351649047686917,0.18936464686349197,0.3972130889281127
38,73,1.8717948717948718,1591,20814,13.082338152105594,dns,dns_attack,0.5351499778730475,0.18937957375913617,0.3971685362111217
65,105,1.5909090909090908,2610,26064,9.986206896551725,dns,dns_attack,0.5342709808866738,0.1902585707455099,0.3945449696703449
80,103,1.271604938271605,4329,26130,6.036036036036036,dns,dns_attack,0.5330703473374349,0.19145920429474883,0.39096140561227877
13,13,0.9285714285714286,568,1054,1.8556338028169015,dns,dns,0.5327436569532709,0.19178589467891283,0.3899863238152157
19,19,0.95,909,1348,1.482948294829483,dns,dns,0.5324450492784104,0.19208450235377328,0.3890950612549027
23,24,1.0,1027,2466,2.401168451801363,dns,dns_attack,0.5323987253265973,0.19213082630558642,0.3889567968786902
15,15,0.9375,668,1528,2.287425149700599,dns,dns,0.5317671260776845,0.19276242555449918,0.38707164518611914
15,15,0.9375,640,1399,2.1859375,dns,dns,0.5315398438502933,0.1929897077818904,0.38639326965543974
126,128,1.0078740157480315,6178,19225,3.1118484946584655,dns,dns_attack,0.5314718015491404,0.19305775008304327,0.3861901819231386
14,14,0.9333333333333333,642,1117,1.7398753894080996,dns,dns,0.5313574325882426,0.19317211904394105,0.3858488217321867
22,22,0.9565217391304348,987,1477,1.49645390070922,dns,dns,0.531313095408479,0.19321645622370465,0.38571648732928954
20,20,0.9523809523809523,938,1426,1.5202558635394456,dns,dns,0.5312762103225674,0.19325334130961624,0.3856063953963802
13,13,0.9285714285714286,573,991,1.7294938917975566,dns,dns,0.5301402770953026,0.19438927453688104,0.3822159441732158
43,84,1.9090909090909092,2261,26904,11.899159663865547,dns,dns_attack,0.529354058389461,0.19517549324272265,0.3798692955244092
31,39,1.21875,1609,8116,5.044126786824115,dns,dns_attack,0.5279355868792893,0.19659396475289437,0.37563554449815784
93,106,1.127659574468085,4299,19029,4.426378227494766,dns,dns_attack,0.5268290650584616,0.19770048657372208,0.37233287831071227
17,17,0.9444444444444444,822,1338,1.6277372262773722,dns,dns,0.5267664556153111,0.19776309601687259,0.37214600617948457
88,101,1.1348314606741574,4688,20873,4.452431740614334,dns,dns_attack,0.5252451860171667,0.19928436561501695,0.36760543086573083
67,101,1.4852941176470589,3062,27087,8.846178967994774,dns,dns_attack,0.5245224987273337,0.20000705290485,0.36544840618596175
22,22,0.9565217391304348,963,2815,2.9231568016614746,dns,dns,0.5242757128175979,0.2002538388145858,0.36471181747683645
15,15,0.9375,730,1325,1.8150684931506849,dns,dns,0.5242061829940404,0.20032336863814326,0.36450428989540073
27,37,1.3214285714285714,1224,4587,3.747549019607843,dns,dns_attack,0.5229795486460159,0.20155000298616776,0.36084312053630985
70,92,1.295774647887324,3828,22219,5.804336468129572,dns,dns_attack,0.5220787305909451,0.20245082104123857,0.3581544240501462
56,94,1.6491228070175439,2491,32383,13.0,dns,dns_attack,0.5210190495695223,0.2035105020626614,0.3549915648881705
19,16,0.8,1092,3260,2.9853479853479854,dns,dns,0.5209812961760307,0.20354825545615296,0.3548788812936865
63,99,1.546875,3182,27783,8.731301068510371,dns,dns_attack,0.5205796069867602,0.2039499446454235,0.3536799484951685
63,113,1.765625,2826,14396,5.094125973106864,dns,dns_attack,0.520552807565557,0.2039767440666267,0.3535999595237944
67,98,1.4411764705882353,2696,21485,7.969213649851632,dns,dns_attack,0.5202678714522515,0.20426168017993218,0.3527495028502041
17,17,0.9444444444444444,740,1651,2.231081081081081,dns,dns,0.5197538229905779,0.20477572864160576,0.351215208233395
17,17,0.9444444444444444,856,1377,1.608644859813084,dns,dns,0.5196649817412045,0.20486456989097923,0.3509500413068751
79,96,1.2,4309,21444,4.976560686934324,dns,dns_attack,0.519491442656206,0.20503810897597774,0.3504320744150915
20,20,0.9523809523809523,949,1940,2.0442571127502633,dns,dns,0.5193492413766208,0.20518031025556294,0.35000764233516546
15,15,0.9375,701,1350,1.9258202567760343,dns,dns,0.5192940250641699,0.2052355265680138,0.34984283668497906
17,17,0.9444444444444444,820,1369,1.6695121951219511,dns,dns,0.5181625071715842,0.2063670444605995,0.34646556403297035
50,86,1.6862745098039216,2574,26127,10.15034965034965,dns,dns_attack,0.5179834380558596,0.20654611357632413,0.34593109150600543
48,84,1.7142857142857142,2647,26328,9.946354363430299,dns,dns_attack,0.5178648767243963,0.2066646749077874,0.34557721823103527
18,18,0.9473684210526315,847,1736,2.049586776859504,dns,dns,0.5176009122130975,0.20692863941908624,0.34478935607617944
106,111,1.0373831775700935,5294,18005,3.4010200226671703,dns,dns_attack,0.5170506117562892,0.2074789398758945,0.34314685912995846
35,47,1.3055555555555556,1571,9196,5.85359643539147,dns,dns_attack,0.5157623291027023,0.20876722252948143,0.33930168637349944
55,90,1.6071428571428572,2261,22694,10.037151702786378,dns,dns_attack,0.5156628714839437,0.20886668014823995,0.3390048324765633
76,88,1.1428571428571428,4008,20714,5.168163672654691,dns,dns_attack,0.5146975825292004,0.2098319691029833,0.3361237079185668
18,18,0.9473684210526315,811,1616,1.9926017262638718,dns,dns,0.514245265023598,0.21028428660858567,0.33477366338837844
53,87,1.6111111111111112,2801,25333,9.044269903605855,dns,dns_attack,0.5140595047850091,0.21047004684717463,0.334219219682514
75,87,1.144736842105263,4058,18184,4.481025135534746,dns,dns_attack,0.5134778740199513,0.21105167761223242,0.3324832103014268
50,84,1.6470588235294117,2641,24709,9.355925785687239,dns,dns_attack,0.5132638083570826,0.21126574327510106,0.33184428261528276
84,96,1.1294117647058823,4522,22293,4.9298982750995135,dns,dns_attack,0.5124559749106704,0.21207357672151328,0.32943311985433743
58,89,1.5084745762711864,2991,25099,8.391507856904045,dns,dns_attack,0.5118941461161763,0.21263540551600735,0.32775621396076837
59,93,1.55,2936,25400,8.651226158038147,dns,dns_attack,0.510519539033385,0.2140100125987987,0.323653386300341
43,61,1.3863636363636365,2338,15256,6.525235243798118,dns,dns_attack,0.5103078844932011,0.2142216671389826,0.3230216551585532
22,20,0.8695652173913043,1001,1750,1.7482517482517483,dns,dns,0.5076217607022168,0.21690779092996693,0.3150043074182791
94,105,1.105263157894737,4632,17642,3.808721934369603,dns,dns_attack,0.5073258926187212,0.2172036590134625,0.3141212217918483
47,74,1.5416666666666667,2391,20624,8.625679631953158,dns,dns_attack,0.5069820273913734,0.21754752424081025,0.313094877766793
46,80,1.702127659574468,1996,20974,10.508016032064129,dns,dns_attack,0.5060444616564277,0.218485089975756,0.3102964994673063
82,89,1.072289156626506,4362,18108,4.15130674002751,dns,dns_attack,0.5051222440214652,0.21940730761071847,0.30754393106501454
24,24,0.96,1112,1866,1.6780575539568345,dns,dns,0.5049372708396325,0.21959228079255122,0.3069918365091511
26,29,1.0740740740740742,1170,3203,2.7376068376068377,dns,dns_attack,0.504716107047444,0.21981344458473973,0.30633172284071764
54,74,1.3454545454545455,2726,18457,6.77072633895818,dns,dns_attack,0.5009461092027299,0.22358344242945383,0.29507930632789536
52,65,1.2264150943396226,2631,14314,5.4405169137210185,dns,dns_attack,0.4988436862207688,0.2256858654114149,0.28880414648600694
55,72,1.2857142857142858,2810,16799,5.978291814946619,dns,dns_attack,0.4988130938205053,0.22571645781167837,0.2887128365054523
24,24,0.96,1118,2047,1.8309481216457961,dns,dns,0.49760614507936207,0.22692340655282162,0.28511042331998815
28,29,1.0,1221,3053,2.5004095004095004,dns,dns_attack,0.4973208753521175,0.2272086762800662,0.28425897089967544
49,66,1.32,2122,12927,6.091894439208294,dns,dns_attack,0.49647273817590504,0.22805681345627865,0.28172751248514816
24,24,0.96,1165,2196,1.8849785407725321,dns,dns,0.4942144906945239,0.2303150609376598,0.2749872589634754
26,26,0.9629629629629629,1138,2478,2.177504393673111,dns,dns,0.493967353460613,0.2305621981715707,0.2742496216473982
42,59,1.372093023255814,2123,8832,4.160150730098916,dns,dns_attack,0.49182226957667685,0.23270728205550684,0.267847130635146
50,66,1.2941176470588236,2614,10921,4.177888293802601,dns,dns_attack,0.49153896339792374,0.23299058823425994,0.2670015388721545
36,43,1.162162162162162,1646,5708,3.467800729040097,dns,dns_attack,0.49098229793340015,0.23354725369878354,0.2653400441119107
92,98,1.053763440860215,4462,16300,3.65307037203048,dns,dns_attack,0.48955331174776584,0.23497623988441785,0.2610749096438971
34,36,1.0285714285714285,1730,6217,3.59364161849711,dns,dns_attack,0.4885528126162247,0.235976739015959,0.25808869230040377
49,64,1.28,2211,12394,5.6056083220262325,dns,dns_attack,0.4885376152875011,0.23599193634468257,0.2580433324143445
89,93,1.0333333333333334,4821,15986,3.3159095623314667,dns,dns_attack,0.4865753617440886,0.23795418988809508,0.25218654016041864
42,49,1.1395348837209303,2230,10224,4.5847533632287,dns,dns_attack,0.48629666966087476,0.23823288197130893,0.2513547202156021
46,59,1.2553191489361701,2351,9752,4.148022118247554,dns,dns_attack,0.48595953622892224,0.23857001540326145,0.250348468765871
81,85,1.0365853658536586,4288,14876,3.469216417910448,dns,dns_attack,0.48544154536807194,0.23908800626411175,0.24880240716154
42,48,1.1162790697674418,2228,10224,4.58886894075404,dns,dns_attack,0.4829240126323452,0.2416055389998385,0.2412882577922555
74,80,1.0666666666666667,3957,16010,4.0459944402325,dns,dns_attack,0.4812798886496299,0.2432496629825538,0.23638099560955372
81,82,1.0,4441,14965,3.3697365458230126,dns,dns_attack,0.4782581501548719,0.2462714014773118,0.22736192940941802
63,68,1.0625,3422,13148,3.842197545295149,dns,dns_attack,0.47348660506988466,0.25104294656229903,0.2131201672340719
28,28,0.9655172413793104,1229,2477,2.015459723352319,dns,dns,0.4728680121342458,0.2516615394979379,0.21127383584333703
48,59,1.2040816326530612,2450,9508,3.880816326530612,dns,dns_attack,0.4714493543613212,0.2530801972708625,0.2070395288735114
35,40,1.1111111111111112,1813,5535,3.052950910093767,dns,dns_attack,0.47127746674884585,0.25325208488333784,0.20652649117730193
53,65,1.2037037037037037,2708,9797,3.6177991137370755,dns,dns_attack,0.4703854775104023,0.2541440741217814,0.2038641463035522
88,88,0.9887640449438202,4484,13809,3.0796164139161464,dns,dns,0.46946057523407286,0.2550689763981108,0.20110356497815207
74,78,1.04,3923,13988,3.5656385419321945,dns,dns_attack,0.4690588992144391,0.2554706524177446,0.1999046714874122
117,111,0.940677966101695,6295,18099,2.875138999205719,dns,dns,0.4658402497336014,0.2586893018985823,0.19029787963793
58,64,1.0847457627118644,2686,9631,3.5856291883842144,dns,dns_attack,0.4604985207605829,0.2640310308716008,0.1743542738909689
68,71,1.0289855072463767,3792,12299,3.2434071729957807,dns,dns_attack,0.4592015364587406,0.26532801517344307,0.17048312908504193
43,47,1.0681818181818181,2156,7521,3.488404452690167,dns,dns_attack,0.4560432285199888,0.2684863231121949,0.16105644029994948
29,29,0.9666666666666667,1673,4730,2.8272564255827852,dns,dns,0.4554186233951486,0.2691109282370351,0.1591921641623386
79,79,0.9875,4199,13324,3.1731364610621577,dns,dns,0.4553869926209867,0.269142559011197,0.15909775491857947
30,30,0.967741935483871,1554,4850,3.120978120978121,dns,dns,0.45506870914228437,0.2694608424898993,0.15814776544404174
65,66,1.0,3433,11149,3.2475968540635014,dns,dns_attack,0.4522104754065259,0.27231907622565776,0.14961671640621588
30,30,0.967741935483871,1296,2941,2.26929012345679,dns,dns,0.45182144493896054,0.27270810669322315,0.14845556644339508
59,61,1.0166666666666666,3071,11276,3.6717681536958646,dns,dns_attack,0.4511776701580006,0.2733518814741831,0.14653407410462127
50,56,1.0980392156862746,2684,8381,3.1225782414307006,dns,dns_attack,0.45035663464360826,0.27417291698857543,0.1440835067673707
56,58,1.0175438596491229,3238,10123,3.1263125386040764,dns,dns_attack,0.44950652832005417,0.2750230233121295,0.14154617098447964
33,31,0.9117647058823529,1760,4475,2.5426136363636362,dns,dns,0.4483725018907809,0.2761570497414028,0.1381614110338545
38,38,0.9743589743589743,1761,5403,3.0681431005110733,dns,dns,0.4456727334470738,0.2788568181851099,0.13010333772239102
69,69,0.9857142857142858,3591,11377,3.1681982734614316,dns,dns,0.4454723116602779,0.2790572399719058,0.12950513328934754
65,65,0.9848484848484849,3437,11499,3.3456502764038407,dns,dns,0.44478186791104324,0.27974768372114045,0.1274443467942159
32,32,0.9696969696969697,1706,4976,2.9167643610785463,dns,dns,0.44451017227357176,0.28001937935861193,0.1266334093339112
79,79,0.9875,4281,12460,2.910534921747255,dns,dns,0.4407824502364787,0.28374710139570497,0.11550717458971671
65,65,0.9848484848484849,3639,10538,2.8958505083814234,dns,dns,0.4399095279882722,0.2846200236439115,0.11290173948743898
35,35,0.9722222222222222,1950,6133,3.1451282051282052,dns,dns,0.43933879711649915,0.28519075451568454,0.1111982633183688
39,39,0.975,1651,5005,3.031496062992126,dns,dns,0.4393029099457867,0.285226641686397,0.11109114989046875
67,67,0.9852941176470589,3726,11027,2.9594739667203434,dns,dns,0.43883529964639456,0.2856942519857891,0.10969546053700574
64,64,0.9846153846153847,3514,11150,3.1730221969265795,dns,dns,0.4382058094408204,0.2863237421913633,0.10781660376423763
32,32,0.9696969696969697,1435,2669,1.85993031358885,dns,dns,0.4381120075562642,0.28641754407591946,0.10753663069311403
33,33,0.9705882352941176,1731,4455,2.5736568457538995,dns,dns,0.43774365744993304,0.28678589418225064,0.10643720597466433
72,72,0.9863013698630136,3940,11269,2.8601522842639593,dns,dns,0.4372987818282002,0.2872307698039835,0.10510937344044757
60,60,0.9836065573770492,3449,11307,3.278341548274862,dns,dns,0.43715622482459643,0.28737332680758726,0.10468387962123527
65,65,0.9848484848484849,3415,10380,3.0395314787701317,dns,dns,0.436674319742469,0.2878552318897147,0.10324552423560895
55,58,1.0357142857142858,2891,8762,3.0307851954341056,dns,dns_attack,0.43612849813713483,0.28840105349504885,0.10161639544087286
68,68,0.9855072463768116,3449,9623,2.790084082342708,dns,dns,0.4359775069163315,0.28855204471585216,0.10116572778103827
35,35,0.9722222222222222,1931,5910,3.0605903676851374,dns,dns,0.4347447883967253,0.2897847632354584,0.09748639882727583
55,58,1.0357142857142858,2784,8052,2.8922413793103448,dns,dns_attack,0.4346962286472276,0.28983332298495607,0.09734146120406928
42,46,1.069767441860465,1848,4959,2.6834415584415585,dns,dns_attack,0.4345004379045088,0.29002911372767487,0.09675707917596932
82,81,0.9759036144578314,4353,12597,2.893866299104066,dns,dns,0.43430904836351425,0.29022050326866944,0.09618583353600485
34,34,0.9714285714285714,1721,4809,2.7943056362579894,dns,dns,0.4324308957875807,0.292098655844603,0.09058005975853001
38,38,0.9743589743589743,2037,5817,2.8556701030927836,dns,dns,0.43120131862412325,0.29332823300806043,0.08691010689707768
