sum_pl_fwd_count,sum_pl_bwd_count,pl_count_ratio,sum_pl_fwd_bytes,sum_pl_bwd_bytes,sum_pl_fwd_flow_count,sum_pl_bwd_flow_count,pl_flow_bwd_fwd_byte_ratio,predicted_label,true_label,anomaly_score,decision_score,normalized_anomaly_score
146,146,0.9931972789115646,7472,66762,142,142,8.934957173447538,dns,dns,0.6340570529369278,0.039674091296839964,0.4494941098250995
141,141,0.9929577464788732,7206,70065,139,139,9.72314737718568,dns,dns,0.6335590669936815,0.04017207724008631,0.44807868745940205
144,144,0.993103448275862,7135,63757,144,144,8.935809390329363,dns,dns,0.633102065072854,0.04062907916091374,0.4467797537270779
141,141,0.9929577464788732,7284,67138,131,131,9.21718835804503,dns,dns,0.6267385431440579,0.04699260108970993,0.42869275471680757
122,124,1.008130081300813,9015,54963,114,114,6.096838602329451,dns,dns,0.6266296629111817,0.04710148132258607,0.42838328510449153
124,127,1.016,6500,54783,123,124,8.428153846153846,dns,dns,0.6224879890275709,0.05124315520619693,0.4166114310475819
148,144,0.9664429530201343,7645,70243,144,142,9.18809679529104,dns,dns,0.6203044483271086,0.05342669590665916,0.4104051668231392
90,40159,441.3076923076923,4721,59029052,90,96,12503.506036856597,dns,dns_attack,0.6173093255377149,0.056421818696052894,0.40189214784818117
129,128,0.9846153846153847,7414,55268,129,128,7.454545454545454,dns,dns,0.6164876208481007,0.05724352338566707,0.3995566216923694
136,133,0.9708029197080292,6765,61791,130,128,9.133924611973393,dns,dns,0.6079672279660828,0.06576391626768496,0.3753391617152453
120,121,1.0,6028,47206,118,118,7.831121433311214,dns,dns,0.6077896481303348,0.06594149610343303,0.37483442764669683
107,108,1.0,8921,44987,103,103,5.042820311624258,dns,dns,0.6027767556724665,0.07095438856130132,0.36058631442597155
128,128,0.9922480620155039,6481,56576,116,116,8.729517049837987,dns,dns,0.6020934679030817,0.07163767633068607,0.35864420982621104
120,120,0.9917355371900827,6081,52584,120,120,8.647261963492847,dns,dns,0.5989947854702848,0.07473635876348295,0.3498368439174804
116,116,0.9914529914529915,7789,58674,114,114,7.532931056618308,dns,dns,0.5976515370996804,0.07607960713408735,0.34601893738372147
117,117,0.9915254237288136,5921,53901,117,117,9.103360918763723,dns,dns,0.5927780587436421,0.0809530854901257,0.3321670800021419
111,111,0.9910714285714286,8327,51555,107,107,6.191305392097995,dns,dns,0.5891485215839325,0.08458262264983529,0.32185086898724147
115,115,0.9913793103448276,6066,62541,113,113,10.310089020771514,dns,dns,0.5878149330503117,0.08591621118345605,0.31806041854838063
109,109,0.990909090909091,5493,51754,106,106,9.421809575823776,dns,dns,0.5865247510681635,0.0872063931656043,0.31439334228223514
103,103,0.9903846153846154,5303,50819,103,103,9.583066188949651,dns,dns,0.5853995631045437,0.08833158112922412,0.31119522749421713
109,109,0.990909090909091,5537,51980,109,109,9.387755102040817,dns,dns,0.5853803441395493,0.08835080009421847,0.311140601548912
110,109,0.9819819819819819,5616,57665,108,108,10.26798433048433,dns,dns,0.5829731580120572,0.09075798622171061,0.3042986713108051
129,124,0.9538461538461539,6432,55894,127,124,8.689987562189055,dns,dns,0.5821661274419679,0.09156501679179985,0.3020048533141375
107,106,0.9814814814814815,5652,40828,106,106,7.223637650389243,dns,dns,0.580676451187767,0.09305469304600078,0.2977707557127085
100,101,1.0,5039,43747,96,96,8.681682873586029,dns,dns,0.5799959879454256,0.09373515628834217,0.2958366792486895
105,104,0.9811320754716981,5472,54543,102,101,9.96765350877193,dns,dns,0.5753796768009012,0.0983514674328666,0.28271576664143017
102,104,1.0097087378640777,4912,36012,99,99,7.3314332247557,dns,dns,0.5750932610046241,0.09863788322914369,0.28190168879558386
106,104,0.9719626168224299,5420,53904,105,104,9.945387453874538,dns,dns,0.5726183167231855,0.10111282751058226,0.27486716997570104
121,109,0.8934426229508197,5834,50852,113,107,8.716489544052108,dns,dns,0.572241942283632,0.10148920195013578,0.2737974032345998
101,101,0.9901960784313726,4983,43666,98,98,8.762994180212724,dns,dns,0.5643557438975444,0.1093754003362234,0.2513825103498122
97,97,0.9897959183673469,4967,45270,97,97,9.114153412522649,dns,dns,0.5582766416475178,0.11545450258625001,0.23410391563294541
102,99,0.9611650485436893,5111,46402,98,97,9.078849540207395,dns,dns,0.5491739231377232,0.12455722109604461,0.2082313151265509
92,92,0.989247311827957,4926,49705,92,92,10.090336987413723,dns,dns,0.547529766779888,0.12620137745387983,0.2035581396822539
95,95,0.9895833333333334,4788,45125,95,95,9.424603174603174,dns,dns,0.5470228564057943,0.1267082878279735,0.20211735146197007
96,95,0.979381443298969,4858,45475,89,89,9.360848085631947,dns,dns,0.5437552078599468,0.129975936373821,0.19282973421542504
88,87,0.9775280898876404,7317,40528,81,80,5.538882055487221,dns,dns,0.5417107810658606,0.13202036316790722,0.18701887258644612
94,92,0.968421052631579,5052,45351,93,92,8.976840855106888,dns,dns,0.541667235285656,0.13206390894811182,0.18689510268476672
91,91,0.9891304347826086,4580,41128,89,89,8.979912663755458,dns,dns,0.5368525072914744,0.1368786369422934,0.17321023109323308
85,85,0.9883720930232558,4389,42414,85,85,9.663704716336296,dns,dns,0.5352721160881228,0.13845902814564504,0.16871829495304147
88,86,0.9662921348314607,4427,41332,87,86,9.336345154732324,dns,dns,0.5237529681663556,0.14997817606741215,0.13597749207824528
90,87,0.9560439560439561,4887,37231,86,85,7.6183752813587065,dns,dns,0.5204518082079723,0.15327933602579547,0.12659462555116807
78,77,0.9746835443037974,4068,40790,75,75,10.027040314650934,dns,dns,0.5200772984025189,0.15365384583124886,0.12553015864803396
89,86,0.9555555555555556,4550,41125,87,85,9.038461538461538,dns,dns,0.5164423431095682,0.15728880112419963,0.11519854770654137
86,85,0.9770114942528736,4059,32030,82,82,7.891106183789111,dns,dns,0.5137300146248379,0.16000112960892987,0.10748931323422073
78,77,0.9746835443037974,3984,32762,73,72,8.223393574297189,dns,dns,0.5094311620806542,0.1642999821531136,0.0952707112427511
59,59,0.9833333333333333,2945,24757,56,56,8.406451612903226,dns,dns,0.4906920459664951,0.18303909826727266,0.042008637441073526
57,57,0.9827586206896551,3009,29072,55,55,9.661681621801263,dns,dns,0.4894318648206461,0.18429927941312169,0.03842683236634126
51,51,0.9807692307692307,2619,25279,51,51,9.652157311951127,dns,dns,0.4805974607486555,0.19313368348511228,0.013316860326588964
36,36,0.972972972972973,1908,19042,36,36,9.980083857442349,dns,dns,0.47591220960982117,0.19781893462394662,0.0
